,Code,Title
3898,6C41.22,"Cannabis dependence, sustained partial remission"
3899,6C41.23,"Cannabis dependence, sustained full remission"
3900,6C41.2Z,"Cannabis dependence, unspecified"
3901,6C41.3,Cannabis intoxication
3902,6C41.4,Cannabis withdrawal
3903,6C41.5,Cannabis-induced delirium
3904,6C41.6,Cannabis-induced psychotic disorder
3905,6C41.7,Certain specified cannabis-induced mental or behavioural disorders
3906,6C41.70,Cannabis-induced mood disorder
3907,6C41.71,Cannabis-induced anxiety disorder
3908,6C41.Y,Other specified disorders due to use of cannabis
3909,6C41.Z,"Disorders due to use of cannabis, unspecified"
3910,6C42,Disorders due to use of synthetic cannabinoids
3911,6C42.0,Episode of harmful use of synthetic cannabinoids
3912,6C42.1,Harmful pattern of use of synthetic cannabinoids
3913,6C42.10,"Harmful pattern of use of synthetic cannabinoids, episodic"
3914,6C42.11,"Harmful pattern of use of synthetic cannabinoids, continuous"
3915,6C42.1Y,Other specified harmful pattern of use of synthetic cannabinoids
3916,6C42.1Z,"Harmful pattern of use of synthetic cannabinoids, unspecified"
3917,6C42.2,Synthetic cannabinoid dependence
3918,6C42.20,"Synthetic cannabinoid dependence, current use"
3919,6C42.21,"Synthetic cannabinoid dependence, early full remission"
3920,6C42.22,"Synthetic cannabinoid dependence, sustained partial remission"
3921,6C42.23,"Synthetic cannabinoid dependence, sustained full remission"
3922,6C42.2Y,Other specified synthetic cannabinoid dependence
3923,6C42.2Z,"Synthetic cannabinoid dependence, unspecified"
3924,6C42.3,Synthetic cannabinoid intoxication
3925,6C42.4,Synthetic cannabinoid withdrawal
3926,6C42.5,Synthetic cannabinoid-induced delirium
3927,6C42.6,Synthetic cannabinoid-induced psychotic disorder
3928,6C42.7,Certain specified synthetic cannabinoids-induced mental or behavioural disorders
3929,6C42.70,Synthetic cannabinoid-induced mood disorder
3930,6C42.71,Synthetic cannabinoid-induced anxiety disorder
3931,6C42.Y,Other specified disorders due to use of synthetic cannabinoids
3932,6C42.Z,"Disorders due to use of synthetic cannabinoids, unspecified"
3933,6C43,Disorders due to use of opioids
3934,6C43.0,Episode of harmful use of opioids
3935,6C43.1,Harmful pattern of use of opioids
3936,6C43.10,"Harmful pattern of use of opioids, episodic"
3937,6C43.11,"Harmful pattern of use of opioids, continuous"
3938,6C43.1Z,"Harmful pattern of use of opioids, unspecified"
3939,6C43.2,Opioid dependence
3940,6C43.20,"Opioid dependence, current use"
3941,6C43.21,"Opioid dependence, early full remission"
3942,6C43.22,"Opioid dependence, sustained partial remission"
3943,6C43.23,"Opioid dependence, sustained full remission"
3944,6C43.2Z,"Opioid dependence, unspecified"
3945,6C43.3,Opioid intoxication
3946,6C43.4,Opioid withdrawal
3947,6C43.5,Opioid-induced delirium
3948,6C43.6,Opioid-induced psychotic disorder
3949,6C43.7,Certain specified opioid-induced mental or behavioural disorders
3950,6C43.70,Opioid-induced mood disorder
3951,6C43.71,Opioid-induced anxiety disorder
3952,6C43.Y,Other specified disorders due to use of opioids
3953,6C43.Z,"Disorders due to use of opioids, unspecified"
3954,6C44,"Disorders due to use of sedatives, hypnotics or anxiolytics"
3955,6C44.0,"Episode of harmful use of sedatives, hypnotics or anxiolytics"
3956,6C44.1,"Harmful pattern of use of sedatives, hypnotics or anxiolytics"
3957,6C44.10,"Harmful pattern of use of sedatives, hypnotics or anxiolytics, episodic"
3958,6C44.11,"Harmful pattern of use of sedatives, hypnotics or anxiolytics, continuous"
3959,6C44.1Z,"Harmful pattern of use of sedatives, hypnotics or anxiolytics, unspecified"
3960,6C44.2,"Sedative, hypnotic or anxiolytic dependence"
3961,6C44.20,"Sedative, hypnotic or anxiolytic dependence, current use"
3962,6C44.21,"Sedative, hypnotic or anxiolytic dependence, early full remission"
3963,6C44.22,"Sedative, hypnotic or anxiolytic dependence, sustained partial remission"
3964,6C44.23,"Sedative, hypnotic or anxiolytic dependence, sustained full remission"
3965,6C44.2Z,"Sedative, hypnotic or anxiolytic dependence, unspecified"
3966,6C44.3,"Sedative, hypnotic or anxiolytic intoxication"
3967,6C44.4,"Sedative, hypnotic or anxiolytic withdrawal"
3968,6C44.40,"Sedative, hypnotic or anxiolytic withdrawal, uncomplicated"
3969,6C44.41,"Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances"
3970,6C44.42,"Sedative, hypnotic or anxiolytic withdrawal, with seizures"
3971,6C44.43,"Sedative, hypnotic or anxiolytic withdrawal, with perceptual disturbances and seizures"
3972,6C44.4Z,"Sedative, hypnotic or anxiolytic withdrawal, unspecified"
3973,6C44.5,"Sedative, hypnotic or anxiolytic-induced delirium"
3974,6C44.6,"Sedative, hypnotic or anxiolytic-induced psychotic disorder"
3975,6C44.7,"Certain specified sedatives, hypnotics or anxiolytic-induced mental or behavioural disorders"
3976,6C44.70,"Sedative, hypnotic or anxiolytic-induced mood disorder"
3977,6C44.71,"Sedative, hypnotic or anxiolytic-induced anxiety disorder"
3978,6C44.Y,"Other specified disorders due to use of sedatives, hypnotics or anxiolytics"
3979,6C44.Z,"Disorders due to use of sedatives, hypnotics or anxiolytics, unspecified"
3980,6C45,Disorders due to use of cocaine
3981,6C45.0,Episode of harmful use of cocaine
3982,6C45.1,Harmful pattern of use of cocaine
3983,6C45.10,"Harmful pattern of use of cocaine, episodic"
3984,6C45.11,"Harmful pattern of use of cocaine, continuous"
3985,6C45.1Z,"Harmful pattern of use of cocaine, unspecified"
3986,6C45.2,Cocaine dependence
3987,6C45.20,"Cocaine dependence, current use"
3988,6C45.21,"Cocaine dependence, early full remission"
3989,6C45.22,"Cocaine dependence, sustained partial remission"
3990,6C45.23,"Cocaine dependence, sustained full remission"
3991,6C45.2Z,"Cocaine dependence, unspecified"
3992,6C45.3,Cocaine intoxication
3993,6C45.4,Cocaine withdrawal
3994,6C45.5,Cocaine-induced delirium
3995,6C45.6,Cocaine-induced psychotic disorder
3996,6C45.60,Cocaine-induced psychotic disorder with hallucinations
3997,6C45.61,Cocaine-induced psychotic disorder with delusions
3998,6C45.62,Cocaine-induced psychotic disorder with mixed psychotic symptoms
3999,6C45.6Z,"Cocaine-induced psychotic disorder, unspecified"
4000,6C45.7,Certain specified cocaine-induced mental or behavioural disorders
4001,6C45.70,Cocaine-induced mood disorder
4002,6C45.71,Cocaine-induced anxiety disorder
4003,6C45.72,Cocaine-induced obsessive-compulsive or related disorder
4004,6C45.73,Cocaine-induced impulse control disorder
4005,6C45.Y,Other specified disorders due to use of cocaine
4006,6C45.Z,"Disorders due to use of cocaine, unspecified"
4007,6C46,"Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone"
4008,6C46.0,"Episode of harmful use of stimulants including amphetamines, methamphetamine or methcathinone"
4009,6C46.1,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone"
4010,6C46.10,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, episodic"
4011,6C46.11,"Harmful pattern of use of stimulants including amphetamines, methamphetamine or methcathinone, continuous"
4012,6C46.1Z,"Harmful pattern of use of stimulants including amphetamines, methamphetamine and methcathinone, unspecified"
4013,6C46.2,"Stimulant dependence including amphetamines, methamphetamine or methcathinone"
4014,6C46.20,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, current use"
4015,6C46.21,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, early full remission"
4016,6C46.22,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained partial remission"
4017,6C46.23,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, sustained full remission"
4018,6C46.2Z,"Stimulant dependence including amphetamines, methamphetamine or methcathinone, unspecified"
4019,6C46.3,"Stimulant intoxication including amphetamines, methamphetamine or methcathinone"
4020,6C46.4,"Stimulant withdrawal including amphetamines, methamphetamine or methcathinone"
4021,6C46.5,"Stimulant-induced delirium including amphetamines, methamphetamine or methcathinone"
4022,6C46.6,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone"
4023,6C46.60,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with hallucinations"
4024,6C46.61,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone with delusions"
4025,6C46.62,Stimulant-induced psychotic disorder including amphetamines but excluding caffeine or cocaine with mixed psychotic symptoms
4026,6C46.6Z,"Stimulant-induced psychotic disorder including amphetamines, methamphetamine or methcathinone, unspecified"
4027,6C46.7,"Certain specified stimulant-induced mental or behavioural disorders including amphetamines, methamphetamine or methcathinone"
4028,6C46.70,"Stimulant-induced mood disorder including amphetamines, methamphetamine or methcathinone"
4029,6C46.71,"Stimulant-induced anxiety disorder including amphetamines, methamphetamine or methcathinone"
4030,6C46.72,"Stimulant-induced obsessive-compulsive or related disorder including amphetamines, methamphetamine or methcathinone"
4031,6C46.73,"Stimulant-induced impulse control disorder including amphetamines, methamphetamine or methcathinone"
4032,6C46.Y,"Other specified disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone"
4033,6C46.Z,"Disorders due to use of stimulants including amphetamines, methamphetamine or methcathinone, unspecified"
4034,6C47,Disorders due to use of synthetic cathinones
4035,6C47.0,Episode of harmful use of synthetic cathinones
4036,6C47.1,Harmful pattern of use of synthetic cathinones
4037,6C47.10,"Harmful pattern of use of synthetic cathinones, episodic"
4038,6C47.11,"Harmful use of synthetic cathinones, continuous"
4039,6C47.1Y,Other specified harmful pattern of use of synthetic cathinones
4040,6C47.1Z,"Harmful pattern of use of synthetic cathinones, unspecified"
4041,6C47.2,Synthetic cathinone dependence
4042,6C47.20,"Synthetic cathinone dependence, current use"
4043,6C47.21,"Synthetic cathinone dependence, early full remission"
4044,6C47.22,"Synthetic cathinone dependence, sustained partial remission"
4045,6C47.23,"Synthetic cathinone dependence, sustained full remission"
4046,6C47.2Y,Other specified synthetic cathinone dependence
4047,6C47.2Z,"Synthetic cathinone dependence, unspecified"
4048,6C47.3,Synthetic cathinone intoxication
4049,6C47.4,Synthetic cathinone withdrawal
4050,6C47.5,Synthetic cathinone-induced delirium
4051,6C47.6,Synthetic cathinone-induced psychotic disorder
4052,6C47.60,Synthetic cathinone-induced psychotic disorder with hallucinations
4053,6C47.61,Synthetic cathinone-induced psychotic disorder with delusions
4054,6C47.62,Synthetic cathinone-induced psychotic disorder with mixed psychotic symptoms
4055,6C47.6Z,"Synthetic cathinone-induced psychotic disorder, unspecified"
4056,6C47.7,Certain specified synthetic cathinone-induced mental or behavioural disorders
4057,6C47.70,Synthetic cathinone-induced mood disorder
4058,6C47.71,Synthetic cathinone-induced anxiety disorder
4059,6C47.72,Synthetic cathinone-induced obsessive-compulsive or related syndrome
4060,6C47.73,Synthetic cathinone-induced impulse control disorder
4061,6C47.Y,Other specified disorders due to use of synthetic cathinones
4062,6C47.Z,"Disorders due to use of synthetic cathinones, unspecified"
4063,6C48,Disorders due to use of caffeine
4064,6C48.0,Episode of harmful use of caffeine
4065,6C48.1,Harmful pattern of use of caffeine
4066,6C48.10,"Harmful pattern of use of caffeine, episodic"
4067,6C48.11,"Harmful pattern of use of caffeine, continuous"
4068,6C48.1Z,"Harmful pattern of use of caffeine, unspecified"
4069,6C48.2,Caffeine intoxication
4070,6C48.3,Caffeine withdrawal
4071,6C48.4,Certain specified caffeine-induced mental or behavioural disorders
4072,6C48.40,Caffeine-induced anxiety disorder
4073,6C48.Y,Other specified disorders due to use of caffeine
4074,6C48.Z,"Disorders due to use of caffeine, unspecified"
4075,6C49,Disorders due to use of hallucinogens
4076,6C49.0,Episode of harmful use of hallucinogens
4077,6C49.1,Harmful pattern of use of hallucinogens
4078,6C49.10,"Harmful pattern of use of hallucinogens, episodic"
4079,6C49.11,"Harmful pattern of use of hallucinogens, continuous"
4080,6C49.1Z,"Harmful pattern of use of hallucinogens, unspecified"
4081,6C49.2,Hallucinogen dependence
4082,6C49.20,"Hallucinogen dependence, current use"
4083,6C49.21,"Hallucinogen dependence, early full remission"
4084,6C49.22,"Hallucinogen dependence, sustained partial remission"
4085,6C49.23,"Hallucinogen dependence, sustained full remission"
4086,6C49.2Z,"Hallucinogen dependence, unspecified"
4087,6C49.3,Hallucinogen intoxication
4088,6C49.4,Hallucinogen-induced delirium
4089,6C49.5,Hallucinogen-induced psychotic disorder
4090,6C49.6,Certain specified hallucinogen-induced mental or behavioural disorders
4091,6C49.60,Hallucinogen-induced mood disorder
4092,6C49.61,Hallucinogen-induced anxiety disorder
4093,6C49.Y,Other specified disorders due to use of hallucinogens
4094,6C49.Z,"Disorders due to use of hallucinogens, unspecified"
4095,6C4A,Disorders due to use of nicotine
4096,6C4A.0,Episode of harmful use of nicotine
4097,6C4A.1,Harmful pattern of use of nicotine
4098,6C4A.10,"Harmful pattern of use of nicotine, episodic"
4099,6C4A.11,"Harmful pattern of use of nicotine, continuous"
4100,6C4A.1Z,"Harmful pattern of use of nicotine, unspecified"
4101,6C4A.2,Nicotine dependence
4102,6C4A.20,"Nicotine dependence, current use"
4103,6C4A.21,"Nicotine dependence, early full remission"
4104,6C4A.22,"Nicotine dependence, sustained partial remission"
4105,6C4A.23,"Nicotine dependence, sustained full remission"
4106,6C4A.2Z,"Nicotine dependence, unspecified"
4107,6C4A.3,Nicotine intoxication
4108,6C4A.4,Nicotine withdrawal
4109,6C4A.Y,Other specified disorders due to use of nicotine
4110,6C4A.Z,"Disorders due to use of nicotine, unspecified"
4111,6C4B,Disorders due to use of volatile inhalants
4112,6C4B.0,Episode of harmful use of volatile inhalants
4113,6C4B.1,Harmful pattern of use of volatile inhalants
4114,6C4B.10,"Harmful pattern of use of volatile inhalants, episodic"
4115,6C4B.11,"Harmful pattern of use of volatile inhalants, continuous"
4116,6C4B.1Z,"Harmful pattern of use of volatile inhalants, unspecified"
4117,6C4B.2,Volatile inhalant dependence
4118,6C4B.20,"Volatile inhalant dependence, current use"
4119,6C4B.21,"Volatile inhalant dependence, early full remission"
4120,6C4B.22,"Volatile inhalant dependence, sustained partial remission"
4121,6C4B.23,"Volatile inhalant dependence, sustained full remission"
4122,6C4B.2Z,"Volatile inhalant dependence, unspecified"
4123,6C4B.3,Volatile inhalant intoxication
4124,6C4B.4,Volatile inhalant withdrawal
